Series Name,Series Code,Time,Time Code,Austria [AUT],Belgium [BEL],Bulgaria [BGR],Croatia [HRV],Czech Republic [CZE],Denmark [DNK],Cyprus [CYP],Estonia [EST],Finland [FIN],France [FRA],Germany [DEU],Greece [GRC],Hungary [HUN],Ireland [IRL],Italy [ITA],Latvia [LVA],Liechtenstein [LIE],Lithuania [LTU],Iceland [ISL],Luxembourg [LUX],Malta [MLT],Netherlands [NLD],Poland [POL],Portugal [PRT],Romania [ROU],Slovak Republic [SVK],Slovenia [SVN],Spain [ESP],Sweden [SWE],Norway [NOR],European Union [EUU]
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1976,YR1976,36776897099.8753,62766054508.2639,..,..,..,38323255910.8248,505504198.136393,..,26492034994.5532,319737109573.435,446837709668.635,28715528686.0071,..,8934849610.82759,195162779263.818,..,..,..,..,2440252232.8299,..,96011318422.1379,..,17275298737.9248,..,..,..,103616768988.323,77767130850.7991,29324202886.3473,1524762521352.04
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1977,YR1977,43936645057.5533,72369647464.4586,..,..,..,42964070072.7381,657735785.801392,..,27467170459.1579,351069924642.849,515740807971.427,33198403216.5557,..,10455871536.9286,223605144556.488,..,..,..,..,2786211035.92765,..,111985535892.862,..,18154822080.1026,..,..,..,115694153319.435,81262648729.957,33294533347.9972,1722991222197.39
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1978,YR1978,52653709355.5708,88348473363.5817,..,..,..,52315491480.0419,860297506.784311,..,29725795730.0501,436922731634.126,637996094006.686,40315366942.178,..,13232985596.5892,274506632939.829,..,..,..,..,3489480711.09574,..,136135230606.887,..,19411776065.9041,..,..,..,140336413246.732,89479258132.7261,36541183392.3423,2103180540005.73
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1979,YR1979,62825317890.5152,100878304953.275,..,..,..,60338094749.6309,1144330643.4719,..,36883325689.8734,529524665815.043,755632748207.406,49564195697.9264,..,16402790039.8831,345605562838.34,..,..,..,..,4045607564.49558,..,155454796448.378,..,22104547944.918,..,..,..,186941228434.02,105676734417.09,40613248328.2163,2538576951895.17
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1980,YR1980,69332981870.4352,107347394901.226,16635228662.1476,..,..,59557377737.4289,1902963247.129,..,44271350326.7603,602050161527.843,809087170469.483,51533772621.3116,..,19196003083.7556,413649444754.438,..,..,..,..,4504543595.48661,..,166692386487.651,..,27267894258.7161,..,..,..,201171980489.584,121854582669.215,49200128542.7965,2816532159596.23
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1981,YR1981,59588828009.7667,87893726251.0208,16763409773.4684,..,..,50708935787.7868,1823303332.10216,..,42918117077.3263,525551295638.698,674348302799.32,46995983172.4913,..,18308619161.7871,366394675693.662,..,..,..,..,3958147089.458,..,138698530550.556,..,26192225487.4915,..,..,..,172699943319.868,110319709020.652,49501503315.6959,2429846040681.53
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1982,YR1982,59863539658.9267,76911560674.6461,16340952794.5435,..,..,49293029546.1416,1883579932.48039,..,43191050655.9795,496272091165.899,650545331122.948,49255829098.1822,..,18486235238.7349,362291721223.728,..,..,..,..,4040352588.72947,..,134343208906.704,..,24338027763.6455,..,..,..,166356030943.676,96393640270.4909,49280116424.7685,2333034828476.74
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1983,YR1983,60835873955.1093,72794161135.4976,14077169161.0149,..,..,49570135693.4,1862338030.70965,..,41494676549.6481,471429106422.067,648095715349.851,44008678659.2,..,17581707060.0332,376622892028.517,..,..,..,..,4079451735.33566,..,129828091388.114,..,21837721701.8343,..,..,..,143915000568.019,88037066287.3154,47434423973.0962,2266940587737.44
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1984,YR1984,57289504779.7439,70191532249.2967,15007853331.7275,..,..,48209238299.87,1965999773.42234,..,43159888969.586,445834470711.071,612222072235.17,42372769251.5262,..,16728449739.3143,372620132217.638,..,..,..,..,3940097159.19061,..,122336862361.371,..,19955182159.8511,..,..,..,144654816957.259,92005989262.1678,47622643628.2093,2186495878197.64
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1985,YR1985,58595220875.759,73004263650.774,14595583145.7554,..,..,51064040090.6907,2091673129.87909,..,45618058023.4842,468011497089.34,618843684504.414,41996089243.1339,..,17472862757.0755,383673341495.168,..,..,..,..,4098515104.01732,..,120115881738.33,..,21661034063.507,..,..,..,153247800854.384,95985456143.5174,50786948490.6249,2250354097744.16
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1986,YR1986,83439362177.148,102063023857.753,17237614792.7127,..,..,72645097343.0092,2624736406.71589,..,60232655351.3286,658824670423.236,885090305713.709,48932670349.3845,..,23833908713.8137,544119073529.876,..,..,..,..,5863184786.6632,..,168906984651.973,..,31733082641.2584,..,..,..,215565023639.528,127677644066.045,62191247008.7025,3161575014588.94
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1987,YR1987,104505365340.681,127767837309.52,23817047166.2282,..,..,90171742014.2495,3151310831.821,..,74631773052.9784,800035954476.958,1095180634869.57,57305135536.1177,..,28169106322.8451,687216161712.856,..,..,..,..,7357032807.18624,..,207889911264.372,..,39966123954.3108,..,..,..,274738610855.116,155962689121.665,73401037310.6164,3917623680718.58
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1988,YR1988,112921768132.458,139570165767.408,18712643661.5688,..,..,94197452765.962,3640317527.79677,..,88942842618.9437,872897554372.235,1191105483783.44,66729094665.2977,..,31038528627.6235,762210758237.307,..,..,..,..,8201604202.78261,..,220738581352.52,..,47165203825.9894,..,..,..,323754675539.296,175698264152.96,77998871446.0928,4311327154705.03
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1989,YR1989,112789276222.813,140878335950.81,17991075510.5223,..,..,90527396819.4136,3894726746.25336,..,95465839031.6074,875566325583.055,1191950411041.51,69474293609.8054,..,31768140599.854,791782134605.582,..,..,..,..,8666624438.12715,..,217924922771.458,..,51214769046.7165,29834329359.4745,..,..,359557242101.9,184028698261.348,76148597527.0892,4400462231091.47
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1990,YR1990,141371636022.252,176375391962.106,15981019035.1621,..,..,110794923600.501,4775446948.84814,..,111207356713.706,1081127689829.56,1510611579582.25,87541849706.4932,..,40437921926.254,999732024791.534,..,..,..,..,11214011370.045,..,263391729872.994,37328216754.1609,67261905436.8435,27352997901.2924,..,..,466087079517.864,219501835574.925,87681469230.0818,5493496400721.99
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1991,YR1991,146667317482.763,181016752955.483,8229823489.75424,..,..,111001009020.25,4930542771.11381,..,97472379820.3134,1072731381443.24,1582020213761.2,94544860190.3047,..,40809660442.0694,1051923924906.62,..,..,..,..,12296087966.559,..,272437816815.053,50136404076.9593,76854081289.3417,20976983452.7901,..,..,502330985933.146,228490818403.723,92152993584.9844,5680403318643.85
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1992,YR1992,164675598044.587,201448834383.423,8777624480.94643,..,..,122715548812.611,5903535559.81466,..,84337292385.6569,1186597791690.18,1798882866353.78,104664787012.06,..,45237011242.233,1108227164282.35,..,..,..,..,13613389488.6932,..,300223195543.483,58590222948.6529,93707645428.597,18191857572.095,..,..,548909320417.395,232827891147.027,99723633494.4077,6235327216171.81
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1993,YR1993,160127023209.255,194285262764.714,9130177068.87707,..,32137580979.5778,115084326271.676,5631902894.6472,..,66433020398.7163,1118975332565.13,1734425859612.26,97637416042.2661,31672292458.4025,42603095698.5277,891255218490.872,..,..,..,..,13770713817.8362,..,294340976862.357,67579863512.5044,82545525694.6444,18934845120.6721,..,..,456084369626.669,171629014130.223,91171735524.0979,5665680863980.08
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1994,YR1994,171049242358.933,213724282079.83,8421547770.73854,..,37655747803.9619,126478175161.272,6341095283.56526,..,78661160000.3433,1179569246158.57,1843993062509.91,104531363639.153,33972560397.2218,46429287755.179,918800812695.559,..,..,..,..,14699295944.8122,..,319773593754.577,87964311445.2871,86060380850.8985,21713234203.032,..,..,453944898057.268,189663528838.87,97365165776.8562,6008559532388.75
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1995,YR1995,201836479759.448,249460998901.642,17294465988.1228,18783782651.1288,46675900183.1722,150755433382.941,8034397639.06856,..,106023745086.008,1358767901345.76,2159343121221.4,122263856966.955,35232601561.033,55257453785.1725,988123997241.753,3545581859.48931,..,6195038819.51747,..,17918761695.2842,..,386418119623.949,119113793466.736,100900061022.945,26901836798.7282,20242534496.244,17679742627.731,534261015320.62,223608681273.925,117719801734.66,6983874482657.74
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1996,YR1996,199251620125.879,240920883110.956,10998987790.0696,19864316469.0748,52206755826.0309,152766384916.736,8096712973.33288,..,105437190208.477,1371410015831.93,2084536566005.85,128626767236.553,34998892607.7454,61003522194.3954,1109087383637.89,3832404288.15381,..,6787266390.43003,..,17914428738.797,..,385706872138.923,135264597614.731,104661636342.372,26365863654.6407,21967465033.4903,17571972229.7578,554496152102.662,243319771418.166,124776227443.011,7106491752712.67
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1997,YR1997,177610979993.718,218226091636.661,10186902135.9853,20080416600.2063,47388697001.4826,141169826382.624,7665245284.62636,..,103051197934.149,1247853857217.53,1840114904393.94,125867464473.099,35135212707.1691,65705710561.684,1055482763178.61,4339437454.73035,..,8325735853.519,..,16736894325.0658,..,355923209757.617,135061797128.226,99331706284.6406,26210980279.9614,21616101514.769,16930014943.775,509711486631.721,223148191379.14,125638357399.758,6521498578673.84
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1998,YR1998,181825099179.945,222793398526.869,13184045681.4269,21417492343.9982,50889506138.3137,145002924690.805,9154284361.88531,..,108938003963.611,1295967691766.44,1855447958219.54,126261989942.978,36470156072.9809,70922666046.798,1078019910536.27,4811948846.6739,..,9337746328.08018,..,16607529437.9922,..,370168262217.048,148483843769.932,105382620217.124,31956707434.0773,23365137119.1416,17974705372.4405,535945818078.05,225931807556.715,124233604479.407,6715141072103.37
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1999,YR1999,178646891553.325,221431318009.434,11782742027.2287,19248640570.5008,49080635263.9193,145814181285.285,8535100317.22996,..,111083892009.741,1296208517207.96,1814628652082.69,122371108430.078,36333813875.2921,74852163992.8502,1066068440982.02,5056856834.34815,..,9035960307.19372,..,17841609882.4183,..,384980574097.219,144567209846.645,108282979976.272,27536171316.4267,23481626812.7189,18555004725.4181,549800915519.197,229920274638.434,127160435368.908,6683983898891.33
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2000,YR2000,162984543689.465,203030806282.326,11163288740.8963,17766892131.3812,46404960505.6661,131771878247.827,7883512597.41906,4758206500.65471,103627582675.653,1175261729241.84,1603088515439.89,113763996114.834,35329526947.2052,75547358852.9892,970252959718.099,5644085414.47882,..,9593503035.74478,..,16442070538.1343,..,358808212955.313,146876321826.71,98520796015.8121,28783319756.8474,22543174742.079,16246839225.774,517104125147.709,220164848646.164,126533156927.172,6106680063667.41
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2001,YR2001,161879339118.248,200876062636.105,12347048343.17,18521240193.4577,50482102261.1421,133237717279.282,8405331805.7225,5198503965.99897,107311024047.505,1187684288991.7,1599930355458.7,118959526914.039,40709929473.6471,80591939044.122,990122456412.632,6181629436.24915,..,10298184349.9148,..,16670421021.0864,..,359705199060.992,162215944928.843,100768604029.039,31185244039.4933,23954143355.7084,16824081458.109,539333851426.358,201639854543.285,134523222135.481,6188395418179.11
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2002,YR2002,176372878497.39,217879823083.665,14516395259.7956,21900766645.8151,61072757386.4719,144277384791.305,9458232367.08147,6082878944.58788,116243490895.634,1275170929203.89,1691856059568.13,133463415112.787,52194183284.7015,92541970549.1291,1072266376354.19,7155999318.00194,..,12146228347.4506,..,17508821560.6515,..,393351255800.17,168928146752.285,111225998488.689,34488404933.5291,27239953103.7783,18883193117.3386,607252269915.261,221974709238.578,151769142619.603,6709096750136.56
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2003,YR2003,216606456878.052,267961425951.866,18388759085.0036,27691844125.9607,74645598815.3589,176201912701.955,12260367799.1948,8061872205.63086,140733605868.4,1572903275547.8,2040869882947.66,172156897240.653,66604177119.0203,121845085954.325,1326135181277.11,8838253300.52305,..,15832098509.9192,..,21138216067.9768,..,489264417327.067,183303766320.599,137093073358.894,43029785269.4118,34300508119.3745,23813882453.9391,780757301850.769,283901474527.935,179391449318.002,8268830559904.94
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2004,YR2004,249782203086.65,309745818987.455,22622355047.1084,33637595317.3451,88434196141.167,205486567288.249,14338708603.0015,9892238364.9369,164398891692.216,1807883612502,2344293278417.37,203468858365.485,80976405849.6398,142995102220.296,1522058428583.36,10764139456.4537,..,19263879027.3678,..,28168360090.5539,..,552009672508.646,210913257667.92,156514820751.173,56045385333.4601,43106501359.4802,27462551933.7599,915790904046.963,323641053492.733,205786686260.039,9548881519764.47
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2005,YR2005,262117950245.852,322778747358.473,25461047634.6274,37400120548.5014,101973091883.969,218079607134.236,15358904777.374,11663748200.9221,169555689956.653,1878063353390.13,2378228013817.27,212112258567.904,87956860405.4482,155173564391.411,1568133561645.92,13001937772.319,..,22510970758.4038,..,30731933350.0093,..,563043625853.958,258328300024.321,162838549505.745,76540915943.0988,48240821915.8954,29003328244.9717,982244451989.655,331958901263.441,243004125379.07,9967914599376.92
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2006,YR2006,280925402907.589,340781898798.525,28224012647.6146,41333381158.2061,114596772303.34,234822034594.451,16705878783.5592,13917214635.1775,180582398444.962,1982833642813.25,2534359377016.23,228798515525.064,89914115188.0064,169578177305.443,1646007682742.39,16013205132.1933,..,25947654074.8387,..,30347409774.5378,..,618647967388.563,289422193429.835,169045666677.269,95865419156.5879,55026393684.8459,31638501041.5799,1065963033318.93,363615393561.001,267729996833.176,10670709426946.3
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2007,YR2007,324528446532.159,392446657741.469,34645167232.0518,49516509234.0692,139162672854.184,261910734666.58,19803904394.9616,17829603503.9018,212201723383.147,2269152593171.64,2888793963364.89,263761434931.682,106944564695.023,195611177359.025,1857956761249.29,23326546299.8448,..,33572421142.7526,..,39126689151.4967,..,709254564888.365,359328607507.542,194987193223.685,140730303743.091,68457512370.2403,38283787031.763,1236601353328.49,424347935201.469,311744435030.863,12308968777984
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2008,YR2008,361818617348.117,431114984602.361,44505530085.3684,57068826225.8148,171894731731.955,286728183365.893,24274535089.7225,19574793214.7062,233520056497.107,2480597126013.99,3114360330724.73,290051269203.709,121518269613.354,200349516909.155,1980515222638.15,27359921063.7752,..,40403500718.2743,..,40180234270.7843,..,762639206936.865,456182708284.211,210076180721.531,175724063627.404,80619867412.2107,44117266972.4922,1354550425154.33,447083519914.196,349962969255.273,13464142301908.9
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2009,YR2009,329634118486.269,396535704344.845,42601365135.7078,49824639745.9855,147201681917.612,262706496909.02,22881353980.1009,15743374161.2384,206192856004.412,2271320337016.58,2843489978581.37,270141251180.198,101246447085.688,163994124957.336,1807797558224.2,21877668891.0679,..,32585365721.9116,..,28331400913.4786,..,705335422445.847,374696257727.642,194147151264.214,142164974039.011,70697245605.8439,39743961981.0314,1239333714224.48,367241899644.549,299289059285.606,12154068161505.5
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2010,YR2010,326170278239.434,395608631263.316,41059822382.7228,47646817568.2299,147194618967.511,266400891978.961,22296118359.1518,15311143636.8364,204954185884.206,2234511053545.51,2849843962344.32,242627897961.033,101093270124.282,154299184935.858,1753484639024.59,17995068699.6177,..,31422316128.3926,..,31940196272.7176,..,697665259487.414,407504399573.789,189736367595.41,133721842037.349,70582151920.6447,37916672340.8393,1185829136336.01,423490353223.015,335075297991.294,12036844417895.6
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2011,YR2011,357310949280.924,422122910172.183,46587130859.4213,49933099864.1628,161212990028.724,285716602356.392,24966387317.4394,18470397226.8413,224741804914.03,2426705277248.53,3171731195800.22,228052448041.672,108410527676.686,159362338837.572,1878303280095,21511849870.0504,..,36366263232.7615,10243863182.05,34343207983.2613,..,755518237389.278,451444148602.058,197503876343.7,144040710175.64,75961343268.0971,40479208268.7562,1223545977916.8,487139932133.118,382801353495.292,13038564344277.5
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,2012,YR2012,337150513068.826,410625555793.183,45143009885.6702,45430186602.6488,149285079504.131,272521495955.319,21731065450.0256,18546389659.3481,209477312546.613,2258382626071.35,2972501024212.9,199433152628.751,98804764303.7278,148729916415.097,1700545876541.66,20993140697.6914,..,35798675202.0047,10361323314.2302,32449406539.2389,..,701387958738.322,427111379730.402,172162839085.366,134202623023.991,73796147349.6951,36028454608.1457,1102236905752.34,467948571043.103,395002001156.208,12098995967771.7
